fact_id,date_id,state_id,program_id,program_coverage_pct,people_screened,beneficiaries_reached,maternal_health_beneficiaries,child_immunization_count,children_population,adults_population,elderly_population,high_risk_individuals,chronic_disease_patients,health_vulnerability_index,socioeconomic_score
165,1,28,3,90.3,286172,156455,32691,22278241,29727320,57343231,11254249,35024,21944,62.7,46.6
166,1,28,4,59.6,209550,112966,17739,23999690,29727320,57343231,11254249,18742,16457,60.8,28.0
167,1,28,5,70.1,296276,146794,25150,22180151,29727320,57343231,11254249,23543,21181,40.6,24.5
168,1,28,6,87.2,220827,196859,27866,25783813,29727320,57343231,11254249,33880,16052,44.2,67.4
169,1,29,1,57.5,26628,13370,2791,7520133,8277755,18935934,3020092,1428,2066,55.8,35.4
170,1,29,2,83.0,93344,39792,12320,6685457,8277755,18935934,3020092,5524,2980,33.7,64.4
171,1,29,3,97.3,79158,33736,8923,5364061,8277755,18935934,3020092,8021,2872,7.9,42.9
172,1,29,4,80.8,56540,25949,2867,5331909,8277755,18935934,3020092,3497,3161,64.3,58.5
173,1,29,5,64.9,58576,24808,4560,7862676,8277755,18935934,3020092,2049,3067,50.7,57.0
174,1,29,6,53.1,35454,26596,4625,6921739,8277755,18935934,3020092,2750,1388,37.3,35.2
175,1,30,1,89.3,25719,11360,2454,2425105,3588317,8278100,1186896,854,1972,79.4,43.4
176,1,30,2,61.5,13028,10841,2453,6631720,3588317,8278100,1186896,1992,1489,60.8,32.7
177,1,30,3,75.5,21647,14354,3641,3508790,3588317,8278100,1186896,3390,546,71.5,49.7
178,1,30,4,39.8,7175,6303,1753,2500702,3588317,8278100,1186896,623,518,56.5,40.3
179,1,30,5,43.6,40033,28710,8555,2453326,3588317,8278100,1186896,4186,5629,55.2,14.4
180,1,30,6,63.2,17346,13547,3714,2888435,3588317,8278100,1186896,3365,2368,55.5,33.2
181,1,31,1,82.7,815,483,124,56317,88614,180486,37364,45,42,76.2,38.1
182,1,31,2,54.8,540,336,95,76506,88614,180486,37364,61,21,36.0,44.7
183,1,31,3,72.1,747,410,80,61298,88614,180486,37364,20,25,41.5,11.8
184,1,31,4,46.1,575,267,73,68467,88614,180486,37364,22,21,61.5,53.5
185,1,31,5,52.6,859,413,70,85870,88614,180486,37364,44,29,42.0,62.9
186,1,31,6,69.4,898,403,70,73345,88614,180486,37364,94,49,32.5,58.3
187,1,32,1,38.7,818,691,221,293271,408409,845336,137123,83,53,53.9,55.3
188,1,32,2,86.4,3810,2188,424,312876,408409,845336,137123,322,142,36.2,33.0
189,1,32,3,62.8,3997,3394,784,344089,408409,845336,137123,735,138,64.6,67.4
190,1,32,4,65.0,2009,1185,340,267482,408409,845336,137123,273,43,18.7,64.0
191,1,32,5,74.6,1891,1289,245,296895,408409,845336,137123,297,121,80.6,67.9
192,1,32,6,57.1,3941,3313,1015,375865,408409,845336,137123,550,143,60.4,65.7
193,2,1,1,88.4,142372,65548,10297,10114588,14278918,29971451,5224605,13963,3568,48.3,80.7
194,2,1,2,92.5,72974,34289,9107,10013554,14278918,29971451,5224605,7501,4477,66.0,53.9
195,2,1,3,91.9,54979,36907,12789,10890861,14278918,29971451,5224605,3755,3210,27.7,74.5
196,2,1,4,84.8,117090,49911,14126,11581833,14278918,29971451,5224605,2879,3638,64.9,88.4
197,2,1,5,43.0,153139,67262,6782,6665596,14278918,29971451,5224605,16383,5260,64.4,68.5
198,2,1,6,68.4,90291,60699,18543,9764893,14278918,29971451,5224605,10726,7507,59.2,11.9
199,2,2,1,79.5,3393,1540,337,260843,405074,930081,219302,234,134,40.4,32.0
200,2,2,2,74.4,2319,1660,248,352616,405074,930081,219302,387,108,24.3,22.1
201,2,2,3,81.2,2922,2547,271,302977,405074,930081,219302,242,93,49.5,82.1
202,2,2,4,56.5,2653,1927,318,326266,405074,930081,219302,292,282,51.6,51.3
203,2,2,5,48.9,3122,1469,325,380995,405074,930081,219302,165,150,72.3,76.4
204,2,2,6,55.5,2035,1486,219,253763,405074,930081,219302,202,66,28.7,28.5
205,2,3,1,85.3,61070,45383,11895,6463676,9785227,20142639,3843446,3266,5549,67.1,20.4
206,2,3,2,38.2,91660,73014,15342,7595501,9785227,20142639,3843446,9543,3131,66.2,34.6
207,2,3,3,37.7,31228,23497,5459,9083702,9785227,20142639,3843446,3272,3757,55.3,73.1
208,2,3,4,37.4,42449,29313,8926,9185356,9785227,20142639,3843446,2264,886,52.2,56.5
209,2,3,5,52.4,101333,69752,23965,8319023,9785227,20142639,3843446,5105,9761,36.9,88.5
210,2,3,6,47.3,48371,29102,5510,6244226,9785227,20142639,3843446,8760,2525,11.0,61.4
211,2,4,1,38.1,228399,134043,15249,22050995,35425708,73382906,12754834,10081,9449,60.7,40.5
212,2,4,2,89.9,361632,256862,75317,29563621,35425708,73382906,12754834,24118,20876,51.0,79.5
213,2,4,3,77.0,94525,29511,18353,31867509,35425708,73382906,12754834,4313,8848,50.5,29.8
214,2,4,4,83.7,152389,127608,42198,22104725,35425708,73382906,12754834,27719,15328,56.3,42.5
215,2,4,5,67.5,320134,209541,21434,30418019,35425708,73382906,12754834,33701,10557,47.9,91.5
216,2,4,6,41.2,323002,221475,38049,29465167,35425708,73382906,12754834,35870,9184,49.9,71.4
217,2,5,1,92.7,26528,11756,1888,6063894,7100749,17941190,3248456,2363,953,37.0,15.0
218,2,5,2,35.9,22857,20306,2585,6793133,7100749,17941190,3248456,2490,3460,37.8,72.9
219,2,5,3,75.4,60632,28026,8459,4676855,7100749,17941190,3248456,1544,4430,88.4,73.8
220,2,5,4,96.8,87607,67180,15016,5372604,7100749,17941190,3248456,9908,7369,61.0,57.0
221,2,5,5,42.5,35922,27960,5385,6294025,7100749,17941190,3248456,1875,3410,48.5,48.7
222,2,5,6,65.4,34390,14514,4667,5569312,7100749,17941190,3248456,3125,508,61.4,75.8
223,2,6,1,48.1,4278,29447,1276,273116,404757,907058,149997,404,343,58.6,53.3
224,2,6,2,61.2,3873,2211,524,357845,404757,907058,149997,477,330,59.2,84.3
225,2,6,3,43.3,1392,615,212,277487,404757,907058,149997,134,72,50.1,54.8
226,2,6,4,40.8,3175,28870,512,317220,404757,907058,149997,142,128,50.6,45.6
227,2,6,5,37.8,3043,28710,400,6665596,404757,907058,149997,226,108,63.7,71.9
228,2,6,6,84.6,1843,1518,335,366197,404757,907058,149997,201,263,58.2,53.7
229,2,7,1,37.5,194165,97856,12864,14635238,20840420,42153076,8130168,22041,5230,27.8,43.2
230,2,7,2,37.5,66308,55592,5814,14658114,20840420,42153076,8130168,8505,3304,78.2,59.0
231,2,7,3,64.0,75150,65781,17983,17389287,20840420,42153076,8130168,7253,5491,24.6,58.9
232,2,7,4,64.9,141434,121478,15375,15803132,20840420,42153076,8130168,28775,6025,77.0,60.8
233,2,7,5,46.3,162972,74997,18165,16510406,20840420,42153076,8130168,13755,11842,57.2,99.7
234,2,7,6,60.0,111339,46028,9612,15321498,20840420,42153076,8130168,6599,5445,39.2,53.0
235,2,8,1,74.3,32984,22554,7810,4481779,7089258,16035616,2749164,3837,815,55.2,52.5
236,2,8,2,75.0,63069,36531,6167,6383041,7089258,16035616,2749164,5879,1645,51.7,32.8
237,2,8,3,74.7,51642,44988,13624,6680412,7089258,16035616,2749164,7073,2325,73.7,60.0
238,2,8,4,80.3,81983,69723,23592,4374686,7089258,16035616,2749164,3572,8703,48.7,42.0
239,2,8,5,94.0,64852,34024,7191,6597516,7089258,16035616,2749164,5953,3454,52.1,51.5
240,2,8,6,83.8,22352,15962,4289,6424322,7089258,16035616,2749164,2360,2749,70.9,66.7
241,2,9,1,86.2,45262,3238,442,1342872,1912093,4123180,1021727,668,239,62.2,60.5
242,2,9,2,80.9,9618,5423,867,1268855,1912093,4123180,1021727,801,407,55.4,86.0
243,2,9,3,81.1,10655,7303,1332,1845641,1912093,4123180,1021727,688,711,62.2,42.6
244,2,9,4,63.4,21621,14851,3909,1661547,1912093,4123180,1021727,2830,2583,59.4,49.1
245,2,9,5,53.5,16006,11009,2382,1612898,1912093,4123180,1021727,1571,1457,29.3,74.7
246,2,9,6,44.1,12406,5973,1043,1781634,1912093,4123180,1021727,1448,1061,64.6,32.7
247,2,10,1,68.9,30527,24922,7785,8909655,11489475,23694677,3725987,5219,1684,44.3,81.0
248,2,10,2,86.2,20649,10001,1553,9918432,11489475,23694677,3725987,3454,1753,32.5,46.1
249,2,10,3,83.8,107634,96410,26353,11021545,11489475,23694677,3725987,15545,6732,49.1,57.2
250,2,10,4,86.5,60060,52437,13470,10121517,11489475,23694677,3725987,4694,3413,33.2,30.5
251,2,10,5,69.9,103669,53842,14457,10940473,11489475,23694677,3725987,11115,9426,27.6,70.5
252,2,10,6,65.7,65739,52496,6508,9788355,11489475,23694677,3725987,5798,7120,78.2,68.9
253,2,11,1,65.0,52444,37459,11057,15645038,17293071,37715596,7347259,2460,5339,57.7,67.1
254,2,11,2,57.8,44152,55744,19234,14231238,17293071,37715596,7347259,10057,1774,60.5,59.9
255,2,11,3,92.7,64964,57957,17621,11375515,17293071,37715596,7347259,10472,9921,40.4,45.1
256,2,11,4,94.3,79565,67957,13610,14267251,17293071,37715596,7347259,5481,8440,58.3,37.4
257,2,11,5,60.1,87636,47296,8350,10442330,17293071,37715596,7347259,8430,3501,64.0,96.6
258,2,11,6,89.1,88449,43941,7743,16870312,17293071,37715596,7347259,5013,4404,76.2,63.4
259,2,12,1,94.9,90237,37582,5237,7961711,8899482,20244695,4569421,6244,1847,43.2,69.8
260,2,12,2,78.5,32910,17377,2789,7637474,8899482,20244695,4569421,2848,1225,20.3,58.1
261,2,12,3,75.7,62814,31357,5749,6185412,8899482,20244695,4569421,2859,1168,28.0,39.9
262,2,12,4,83.1,93186,66405,11477,8125177,8899482,20244695,4569421,10248,6981,48.3,20.9
263,2,12,5,63.3,60800,28710,5939,8164900,8899482,20244695,4569421,1983,1388,95.5,75.5
264,2,12,6,60.0,95187,84746,21000,7884982,8899482,20244695,4569421,17489,13200,66.1,72.9
265,2,13,1,35.0,51693,31718,4640,16813783,24932408,51189159,8043697,6755,3277,42.4,69.2
266,2,13,2,38.1,251653,121335,27876,21838580,24932408,51189159,8043697,17638,18686,56.6,33.8
267,2,13,3,43.7,225082,29511,19324,22075875,24932408,51189159,8043697,34235,19497,73.0,58.3
268,2,13,4,35.3,129931,53372,6393,21655051,24932408,51189159,8043697,5781,4198,78.1,56.9
269,2,13,5,41.4,56489,49884,5094,15062279,24932408,51189159,8043697,9004,1550,75.0,49.4
270,2,13,6,51.0,218468,91891,28509,21718407,24932408,51189159,8043697,13230,12488,27.8,66.4
271,2,14,1,38.6,84290,75223,14024,22551809,34099890,76644028,10375372,7594,6767,46.2,64.5
272,2,14,2,85.8,173021,94313,23748,28993487,34099890,76644028,10375372,18048,15325,80.9,86.8
273,2,14,3,38.2,311150,187526,38061,30802731,34099890,76644028,10375372,20260,28873,41.6,53.1
274,2,14,4,91.1,168627,77508,19529,30772286,34099890,76644028,10375372,11221,11773,75.3,77.6
275,2,14,5,40.7,312114,227734,29584,25638015,34099890,76644028,10375372,21771,38271,57.1,49.6
276,2,14,6,77.2,156630,95783,13866,31214876,34099890,76644028,10375372,10369,15494,10.0,42.9
277,2,15,1,86.2,6482,4047,1367,570778,780267,1836910,419415,652,495,18.1,23.8
278,2,15,2,84.4,8990,7543,1295,744806,780267,1836910,419415,1029,1347,57.2,32.9
279,2,15,3,74.5,4353,2836,395,516059,780267,1836910,419415,597,280,49.1,29.3
280,2,15,4,52.3,4687,3966,1232,586989,780267,1836910,419415,863,591,38.3,49.6
